名稱,人名ID,姓名,出生時間,辭世時間,字,號,原名,姓,諱名,筆名,幼名,學名,譜名,別號,居室名,泮名,共同筆名,其它名稱,翻譯的語言別,原民族群,祖籍,原籍,籍貫,出生地,辭世地點,性別,理論,作家簡介,圖像預覽,引用自,圖像權利註記,網站顯示區域,提要撰寫,朝代,年號,作品出處,宗教信仰,稱譽,當代相關研究,族群,維基數據,虛擬國際權威檔案,資料外部連結,備註,原始資料,最後修改時間,url
,PER2510,彭竹予,1926/8/15,2011/6/27,,,彭徐,,,,,,,,,,,,,,,,江蘇南通,上海市,,男,,彭竹予，男，本名彭徐，另有筆名古行人、叔軍、東方未白，籍貫浙江鄞縣，1925年8月15日生於上海，1948年來臺，2011年6月27日辭世，享年86歲。憲兵學校專修班結業，初級班19期畢業。曾於彰化縣、雲林縣團管區司令部、憲兵司令部擔任軍職，退役後轉至雲林國中任教，並曾任青溪新文藝學會雲林縣分會理事長、主編《彰化青年》、《雲林青年》等刊物。曾獲中國青年寫作協會文藝競賽獎、警總新文藝短篇小說獎、青溪文藝獎銀環獎、憲兵新文藝短篇小說銀荷獎、教育部電視劇本創作獎、國防部金像獎等獎項。彭竹予創作文類包括散文、小說與傳記，兼及劇本。1952年，彭竹予在《中央日報》副刊發表〈憲兵太太〉，從此走上創作之路。他的作品多半取材自軍旅生涯中的見聞及感懷，自傳色彩較濃，記錄大時代下動盪流亡人生的血淚斑斑，以及生活的所思所感。彭竹予後期寫作風格轉向多元化，大量編寫教化人心的啟發性劇本。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2510
,PER2511,彭行才,1919/9/17,0000-00-00,,,,,,,,,,,,,,,,,,,安徽桐城,,,男,,彭行才，男，籍貫安徽桐城，1919年9月17日生，1947年來臺迄今。戲劇專科學校畢業。曾任教育部川康社教二隊隊長，中國電影製片廠編導，中華話劇團團長，中國文化大學、世界新聞專科學校兼任教授，臺灣藝術專科學校教授兼戲劇科主任。現已退休。曾獲中國文藝協會文藝獎章、中山文藝獎章等獎項。彭行才的創作文類有論述、劇本和傳記。1938年開始參加戲劇工作，先後導演話劇300餘齣。論述為戲劇方面理論；所寫劇本，擅於情趣與氣氛之營造，並注重人物個性之刻繪，普獲好評。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2511
,PER2512,彭邦楨,1919/8/21,2003/3/19,,,,,,,,,,,,,,,,,,,湖北黃陂,漢口市,,男,,彭邦楨，男，籍貫湖北黃陂，1919年8月21日生於漢口市，1949年隨軍來臺，2003年3月19日辭世，享年84歲。成都陸軍官校十六期畢業，巴基斯坦自由大學榮譽文學博士。曾任高雄、左營軍中廣播電臺臺長、研究室主任，高雄市記者公會、中華民國廣播協會、中國文藝協會、中國新詩學會常務理事，美國世界詩人資料中心主席。彭邦楨15歲開始寫舊詩，曾自言：「最初學唐詩，從學音韻平仄與格律作對開始，這個啟蒙曾影響我一生，而後纔進入寫詩階段。」1940年軍校畢業至重慶接受新文學之洗禮，改習新詩。1951年結識紀弦、覃子豪、鍾鼎文、方思等人，並開始在各報刊發表抒情詩作，另協助紀弦出版《詩誌》、復辦《現代詩》，協助覃子豪編輯《詩葉》且復編《新詩週刊》。1955年與墨人合編《中國詩選》，此為光復後臺灣第一部新詩選集。1969年自軍中退役，參與羅行、辛鬱等創辦「十月出版社」，同時與羊令野、洛夫等籌組「詩宗社」。1975年赴美，與美國女詩人梅茵．黛麗兒（MarionE.Darrell）結婚，並擔任美國世界詩人資料中心主席。1992年與方思、尹玲、宋穎豪等人創辦《詩象》詩刊。曾獲菲律賓桂冠詩人獎。彭邦楨創作文類以詩為主，論述、散文次之。1978年在國內發表「試寫現代詩押韻十首」，反對現代詩廢韻的主張曾引起廣泛討論。作者堅持的創作理念是：「肯定傳統文化，主張自詩經、楚辭、漢賦重新詮釋語彙，使新詩文字更豐盈，象徵更豐美。」早期詩作多以人生與愛情為主題，呈現出清晰意象兼具聲韻之美；晚期風格、語言文字更加成熟精練。《載著歌的船》表現出語言簡潔、明朗的詩風，有別於當時隱晦與艱澀的詩作；〈花叫〉為彭邦楨代表作，善於運用長句的突然斷句與跨行，呈現出詩作的音樂性與藝術性。辛鬱認為〈花叫〉具有超然的浪漫氣息，且「充分表現一位中年詩人內心對真愛的渴求而成絕唱」。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2512
,PER7437,彭杜芳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7437
,PER5717,彭怡平,1966/11/5,,,,,,,,,,,,,,,,,,,,,高雄,,女,,彭怡平，女，筆名Yi-pingPong，1966年11月5日生於高雄。臺灣大學歷史系畢業，巴黎索爾邦第一大學（Pantheon-SorbonneUniversity）造型藝術所電影電視系博士。曾任臺灣女性藝術協會常務理事。現任友善的貓有限公司負責人、風雅堂人文藝術中心藝術總監、社團法人臺灣攝影文化交流協會理事長。彭怡平的創作文類包含論述、散文、報導文學、劇本。其關注藝術、歷史、女性等主題，多以世界各國的社會風貌為題材，擅長從人物故事、飲食文化的角度，切入地方的歷史，引出女性身體政治、飲食的社會階級等各式議題，體現出深而廣的人文觀照。,,,,,,,,,,,,,,,,,彭怡平，女，筆名Yi-ping Pong，1966年11月5日生於高雄。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5717
,PER2513,彭素華,1962-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,,臺灣,,女,,彭素華，女，1962年生於臺灣。東吳大學中文系畢業。曾任新聞採訪工作。現為專職家庭主婦。曾獲九歌現代少兒文學獎榮譽獎、新聞局中小學生優良課外讀物等獎項。彭素華創作文類包括小說、傳記與兒童文學。小說創作鋪陳愛情羅曼史，描寫城市男女愛慾糾葛。傳記則訪談當代人物，追溯其成功歷程。兒童文學則以少兒為主，馳騁想像，或以原住民為題材，或念過去童年時空為主，以少兒為主角，經歷冒險而終獲成長。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2513
,PER2514,彭捷,1919/1/8,0000-00-00,,,,,,,,,,,,,,,,,,,廣州市,,,女,,彭捷，女，籍貫廣州市，1919年1月8日生，1949年前後來臺。廣州女高畢業。來臺灣後曾經參加中華文藝函授學校第一期詩歌班，自1954年起即有作品發表於《公論報．藍星週刊》與《現代詩》。現已退休，旅居加拿大。彭捷的創作文類以詩為主。詩風溫郁、雅致，多取材自日常生活中的身邊瑣事，親情味濃，頗具樸實之美。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2514
,PER2515,彭順台,0000-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2515
,PER386,彭瑞金,1947/11/2,0000-00-00,,,,,,,,,,,,,,,,,,,臺灣新竹,,,男,,彭瑞金，男，籍貫臺灣新竹，1947年11月2日生。高雄師範學院國文系畢業，高雄師範大學國文系暑期研究班結業。曾任左營高中教師、真理大學副教授。現任靜宜大學臺文系副教授、臺南神學院兼任副教授，並為《文學臺灣》主編及鍾理和文教基金會董事兼創會祕書長。曾獲巫永福評論獎、臺灣新聞報文學獎、教育部中小學教師研究著作獎、賴和文學獎、行政院文耕獎等獎項。彭瑞金的創作文類以論述為主，兼及傳記。以深厚的文學素養與文學史觀，透過大量的舉證和分析，以深入淺出的文字，完整而有系統的架構出文學評論的諸種面向。對臺灣文學的探索，主要是屬性及定位問題的討論。他從本土的觀點詮釋臺灣文學的歷史發展，自有其清晰的脈流；面對作家與作品，他剖情析采，還原到作家的書寫意識，掌握作家的觀點與關懷。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER386
,PER533,彭歌,1926/1/8,0000-00-00,,,姚朋,,,,,,,,,,,,,,,,河北宛平,天津市,,男,,彭歌，男，本名姚朋，籍貫河北宛平，1926年1月8日生於天津市，1949年來臺。政治大學新聞系碩士，國防研究院第十一期結業，南伊利諾大學新聞研究所碩士，伊利諾大學圖書館學碩士學位。曾任《臺灣新生報》副社長兼總編輯，《中央日報》總主筆、副社長、社長，中華民國筆會會長，《香港時報》董事長，並曾任教於政治大學、臺灣大學、臺灣師範大學、中國文化學院。現已退休，旅居美國。曾獲中華文藝獎、教育部文藝獎、中山文藝獎、國家文藝獎。彭歌的創作文類有論述、散文和小說。彭歌的專業論述以新聞專業為主，其〈不談人性，何有文學〉一文，提倡「人性」才是文學真正的本質，以溫厚的心情關懷世變，以犀利的筆鋒剖析時局，在鄉土文學論戰中曾引起熱烈的討論；散文有議人論事及旅遊雜記之作，內容廣泛；小說創作題材主要來自在大陸二十多年的親身經歷，以臺灣、金馬地區為背景的短篇小說亦不少，結構緊湊，文字簡練，擅用譬喻。夏濟安在1956年《文學雜誌》第一卷第二期中，以一萬多字的篇幅評論彭歌的長篇小說《落月》，誇讚這部作品是「歌頌純潔無私的愛」和「藝術生命的不朽」之作。此外，彭歌除翻譯了許多國外名家的小說，也翻譯《改變歷史的書》、《人生的光明面》等勵志小品。1968年起，在《聯合報》撰寫「三三草」專欄，內容多以論書評文為主，為臺灣的讀者提供豐富的西方出版及文物的重要資訊及知識。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER533
,PER2518,彭蕙仙,1961-00-00,0000-00-00,,,,,,李海,,,,,,,,,,,,,湖北英山,臺灣臺北,,女,,彭蕙仙，女，筆名李海，籍貫湖北英山，1961年生於臺灣臺北。臺灣大學國際貿易系畢業。曾任電影場記、電視節目執行製作、唱片企畫宣傳、電臺節目主持人、財經記者，《中時晚報》副刊編輯，《中時晚報》家庭版、兩性版、飲食版、家庭版主編、時報週刊採訪組副主任，中時電子報主筆，《中國時報》記者、編輯。現專事寫作。彭蕙仙的創作文類有散文、小說和傳記。散文以現今社會中的愛情事件與兩性議題為前引，剖析情愛現象的變貌和兩性生活的互動，增添了理性觀察的深度廣度，也包括了從社會面與生活面融入的體會感悟。小說具備了真實人生的張力與渲染力，故事架構完整、情節曲折豐富，用字精準。傳記有著對於投資與消費，及金融行為之純經濟與純人文的雙重思維，以經濟活動作為切入焦點，探討人性與生命的意義。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2518
,PER2519,彭選賢,1954/3/20,0000-00-00,,,,,,,,,,,,,,,,,,,河南博愛,臺灣臺中,,男,,彭選賢，男，籍貫河南博愛，1954年3月20日生於臺灣臺中。省立新竹師範專科學校畢業。曾任國小教師，《自由日報》副刊主編，《國語日報》臺中語文中心教務主任，梨山國小總務主任，大里國小輔導主任。現已退休。曾獲聯合報短篇小說獎及教育部文藝獎。彭選賢的創作文類有詩、散文和小說，以短篇小說為主。詩作筆觸清新脫俗，取材廣泛；散文表現出他對生活的感悟，對生命的敬重，文筆洗鍊，表現出濃厚的思想和哲理。小說則充滿鄉土氣息，平易近人，卻有一股感人的力量。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2519
,PER2516,彭震球,1914/9/3,1999/8/5,子秋,,,,,,,,,,,,,學如,,,,,廣東海豐,,,男,,彭震球，男，字子秋，號學如，籍貫廣東海豐，1914年7月14日（農曆）生，1949年前後來臺，1999年8月5日辭世，享年85歲。來臺後，曾主編兒童雜誌《學友》、《今日少年》、「中華兒童叢書」，曾任臺灣師範大學教育心理系教授。彭震球的創作文類有論述和散文。論述多為文學教育理論；散文載道言志兼而有之，文筆質樸誠懇，不在文字上堆砌詞藻，也不在句法上賣弄新奇，於平淡的敘述中，烘托出濃郁的感情，展現深遠的見解。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2516
,PER2517,彭樹君,1964/3/31,0000-00-00,,,,,,,,,,,,,,,,,,,湖南湘潭,臺灣桃園,,女,,彭樹君，女，籍貫湖南湘潭，1964年3月31日生於臺灣桃園。東吳大學中文系畢業。曾任傳播公司企劃文案及雜誌主編、《自由時報》副刊編輯，《皇冠》雜誌採訪主任。現任《自由時報》花編副刊主編。曾獲全國學生文學獎、教育部文藝獎、中央日報文學獎等獎項。彭樹君創作文類有散文和小說。散文文字清新靈秀，以素描方式呈現種種生存情結，頗能見出作者纖細的思維。小說創作描寫都會男女的微妙關係，故事時而幽默，時而感傷，她希望通過情節舖設及人物刻劃探索愛的真諦。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2517
,PER2521,彭鎧立,1965/6/29,0000-00-00,,,,,,,,,,,,,,,,,,,臺灣,,,女,,彭鎧立，女，籍貫臺灣，1965年6月29日生。美國新英格蘭音樂學院鋼琴演奏碩士。曾任教於輔仁大學音樂系、臺北之音「臺北深呼吸」節目製作主持人、時尚雜誌專欄作家，2001年偕同夫婿楊德昌成立miluku.com（鎧甲娛樂科技）網站，經營網路動畫。現旅居美國。彭鎧立創作文類以散文為主，文字佻達優雅，其創作多半意在剖析流行與個人之間的依存關係。音樂與流行為其創作中的兩大主題，其中又以「風格」為思考的重點。歷年來發表過多張鋼琴演奏專輯，亦曾入圍金曲獎最佳演奏。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2521
,PER2520,彭雙松,1928-01-00,0000-00-00,,,,,,,,,,,,,,,,,,,臺灣苗栗,,,男,,彭雙松，男，籍貫臺灣苗栗，1928年1月生。日本陸軍兵器學校畢業。曾任職於中國石油公司。1974年退休，為臺灣客家文物館創辦人、苗栗縣博物館協會會長、中國徐福會副會長、富蕙圖書出版社發行人。曾獲優良圖書金鼎獎。彭雙松創作文類包括論述、散文。並著有養殖蘭花專書，如《臺灣蘭蕙》、《達摩專輯》等，1970年開始研究徐福，投入許多心血調查與蒐羅文獻，並以中日文發表論文，對於徐福東渡日本的活動遺跡多有論證。此外，更致力於客家文物與古老音響、相機的保存，為苗栗知名的文物收藏家。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2520
,PER6524,彭懿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6524
,PER2522,惠天,1924/6/23,0000-00-00,,,段家鋒,,,,,,,,,,,,,,,,河南澠池,,,男,,惠天，男，本名段家鋒，籍貫河南澠池，1924年6月23日生，1949年前後來臺。政治大學東亞所碩士。曾任政治作戰學校政治研究所所長、研究部主任、教授，政治大學國際關係中心副主任、東亞研究所教授，現已退休，旅居美國。曾獲中山文藝獎散文獎。惠天的創作文類以散文為主。作品多以文藝或史論方式寫出，涉及若干生活的、政治的、社會的現實問題，皆為其切身經驗。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2522
,PER2523,揚之水,1964/11/10,0000-00-00,,,洪秀貞,,,,,,,,,,,,,,,,臺灣彰化,臺北市,,女,,揚之水，女，本名洪秀貞，籍貫臺灣彰化，1964年11月10日生於臺北市。輔仁大學中文系畢業，淡江大學企管所碩士。曾任臺視文化公司活動行銷處長、趨勢公關副總經理。現任表現時代整合行銷顧問總經理。曾獲耕莘文學獎。揚之水的創作文類以小說為主，兼有詩作。內容呈現社會寫實性，描繪人心疏離及無所不在的虛空，並表現愛情與生活中的詭譎。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2523
,PER2524,斯人,1951/3/19,0000-00-00,,,謝淑德,,,,,,,,,,,,,,,,臺灣臺南,,,女,,斯人，女，本名謝淑德，籍貫臺灣臺南，1951年3月19日生。臺灣大學中文系畢業。現專事寫作。斯人創作文類以詩為主，兼及小說。曾在《聯合報》副刊發表不少詩作，鍾玲概括其風格為「表現澎湃激情及思想層次」，詩人余光中評其詩藝「由早年的輕愁發為中年的沈鬱，並由纖巧的小品演成淋漓的長篇」。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER2524
,PER5718,景翔,1941-00-00,,,,,,,,,,,,,,,,,,,,,江西,,男,,景翔，男，本名華景疆，1941年生於江西，1948年來臺。臺北工專（現為臺北科技大學）土木科畢業。曾任中國時報副刊編輯，時報週刊總編輯。曾為創世紀詩社社員、龍族詩社社員，並曾主持中國時報「一部電影大家看」影評專欄。景翔的創作文類包含詩、散文，以詩為主。其詩風格以浪漫抒情為大宗，於詩的體裁則有多種迴行及隱語的位置安排，意象豐富詭譎，另有散文詩名篇〈長夜之旅〉，內含大量超現實主義與象徵主義手法，表現內在感性的精神世界。景翔在個人創作之外亦翻譯大量英語推理小說，於外文翻譯有長足的貢獻。,,,,,,,,,,,,,,,,,景翔，男，本名華景疆，1941年生於江西，1948年來臺。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5718
